tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-0496,Marseille,Hard,32,A,20180219,290,106000,7.0,,Damir Dzumhur,R,172.0,BIH,25.7522245038,105341,,,Thomas Fabbiano,R,,ITA,28.7364818617,6-7(5) 7-6(7) 7-6(5),3,R16,176.0,8.0,3.0,129.0,89.0,60.0,22.0,18.0,4.0,8.0,2.0,5.0,134.0,94.0,58.0,23.0,18.0,6.0,10.0,29.0,1490.0,81.0,676.0
2018-0496,Marseille,Hard,32,A,20180219,291,104607,4.0,,Tomas Berdych,R,196.0,CZE,32.424366872,105882,,Q,Stefano Travaglia,U,,ITA,26.173853525,5-7 7-6(4) 6-3,3,R16,133.0,12.0,0.0,97.0,62.0,46.0,19.0,16.0,3.0,5.0,18.0,4.0,103.0,59.0,45.0,22.0,17.0,4.0,7.0,17.0,2230.0,129.0,448.0
2018-0496,Marseille,Hard,32,A,20180219,292,111575,9.0,,Karen Khachanov,R,,RUS,21.749486653,104999,,,Mischa Zverev,L,190.0,GER,30.4969199179,6-2 6-1,3,R16,50.0,4.0,0.0,43.0,24.0,20.0,14.0,8.0,2.0,2.0,5.0,0.0,42.0,23.0,13.0,8.0,7.0,0.0,4.0,47.0,1030.0,53.0,952.0
2018-0496,Marseille,Hard,32,A,20180219,293,103898,,,Julien Benneteau,R,185.0,FRA,36.167008898,105138,5.0,,Roberto Bautista Agut,R,183.0,ESP,29.8507871321,7-6(2) 7-6(5),3,R16,131.0,25.0,6.0,112.0,68.0,54.0,19.0,12.0,8.0,9.0,7.0,0.0,79.0,46.0,36.0,20.0,12.0,3.0,4.0,56.0,882.0,22.0,1845.0
2018-0496,Marseille,Hard,32,A,20180219,294,125802,,Q,Ilya Ivashka,R,,BLR,23.9863107461,103917,,,Nicolas Mahut,R,190.0,FRA,36.0793976728,4-6 6-3 7-5,3,QF,118.0,13.0,2.0,88.0,53.0,43.0,20.0,16.0,2.0,4.0,5.0,3.0,107.0,79.0,51.0,13.0,15.0,10.0,13.0,193.0,275.0,100.0,551.0
2018-0496,Marseille,Hard,32,A,20180219,295,106298,3.0,,Lucas Pouille,R,185.0,FRA,23.9890485969,105936,8.0,,Filip Krajinovic,R,185.0,SRB,25.9794661191,7-6(5) 3-6 6-4,3,QF,114.0,20.0,4.0,97.0,58.0,44.0,24.0,15.0,3.0,4.0,9.0,1.0,89.0,63.0,51.0,17.0,16.0,1.0,2.0,16.0,2335.0,36.0,1320.0
2018-0496,Marseille,Hard,32,A,20180219,296,104607,4.0,,Tomas Berdych,R,196.0,CZE,32.424366872,106000,7.0,,Damir Dzumhur,R,172.0,BIH,25.7522245038,7-6(4) 0-0 RET,3,QF,56.0,5.0,0.0,40.0,31.0,24.0,5.0,6.0,1.0,2.0,0.0,1.0,49.0,33.0,21.0,9.0,6.0,4.0,5.0,17.0,2230.0,29.0,1490.0
2018-0496,Marseille,Hard,32,A,20180219,297,111575,9.0,,Karen Khachanov,R,,RUS,21.749486653,103898,,,Julien Benneteau,R,185.0,FRA,36.167008898,6-4 6-4,3,QF,83.0,16.0,3.0,59.0,41.0,34.0,8.0,10.0,1.0,2.0,6.0,2.0,76.0,45.0,29.0,13.0,10.0,8.0,11.0,47.0,1030.0,56.0,882.0
2018-0496,Marseille,Hard,32,A,20180219,298,106298,3.0,,Lucas Pouille,R,185.0,FRA,23.9890485969,125802,,Q,Ilya Ivashka,R,,BLR,23.9863107461,6-3 7-6(6),3,SF,86.0,10.0,3.0,83.0,44.0,38.0,15.0,11.0,5.0,7.0,8.0,0.0,58.0,34.0,27.0,10.0,10.0,1.0,4.0,16.0,2335.0,193.0,275.0
2018-0496,Marseille,Hard,32,A,20180219,299,111575,9.0,,Karen Khachanov,R,,RUS,21.749486653,104607,4.0,,Tomas Berdych,R,196.0,CZE,32.424366872,6-3 6-2,3,SF,74.0,8.0,1.0,46.0,29.0,26.0,9.0,8.0,3.0,3.0,3.0,2.0,75.0,48.0,32.0,6.0,9.0,10.0,14.0,47.0,1030.0,17.0,2230.0
2018-0496,Marseille,Hard,32,A,20180219,300,111575,9.0,,Karen Khachanov,R,,RUS,21.749486653,106298,3.0,,Lucas Pouille,R,185.0,FRA,23.9890485969,7-5 3-6 7-5,3,F,109.0,16.0,2.0,80.0,54.0,41.0,18.0,16.0,1.0,3.0,13.0,4.0,101.0,61.0,47.0,21.0,17.0,7.0,10.0,47.0,1030.0,16.0,2335.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,270,106233,2.0,,Dominic Thiem,R,185.0,AUT,24.462696783,105583,,,Dusan Lajovic,R,180.0,SRB,27.6413415469,6-2 7-5,3,R32,77.0,2.0,2.0,56.0,30.0,24.0,17.0,10.0,2.0,3.0,1.0,1.0,58.0,36.0,19.0,13.0,10.0,7.0,11.0,6.0,4220.0,84.0,666.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,271,104665,,PR,Pablo Andujar,R,180.0,ESP,32.0739219713,105589,,,Gerald Melzer,L,,AUT,27.6057494867,7-5 6-2,3,R32,91.0,0.0,2.0,63.0,46.0,32.0,8.0,10.0,4.0,6.0,0.0,2.0,55.0,34.0,16.0,12.0,10.0,3.0,8.0,1821.0,1.0,110.0,525.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,272,106044,,,Nicolas Kicker,R,,ARG,25.5112936345,103607,,,Victor Estrella,R,173.0,DOM,37.5496235455,6-3 6-3,3,R32,80.0,1.0,2.0,46.0,28.0,23.0,10.0,9.0,0.0,1.0,2.0,1.0,60.0,33.0,19.0,12.0,9.0,1.0,5.0,86.0,660.0,138.0,412.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,273,104269,8.0,,Fernando Verdasco,L,188.0,ESP,34.264202601,104919,,,Leonardo Mayer,R,188.0,ARG,30.7679671458,6-2 3-6 6-3,3,R32,116.0,4.0,6.0,81.0,50.0,40.0,16.0,13.0,5.0,6.0,4.0,5.0,78.0,44.0,30.0,19.0,13.0,2.0,5.0,40.0,1260.0,49.0,999.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,274,105807,3.0,,Pablo Carreno Busta,R,188.0,ESP,26.6091718001,106065,,Q,Marco Cecchinato,R,,ITA,25.3880903491,6-4 6-1,3,R32,63.0,0.0,2.0,53.0,41.0,29.0,6.0,8.0,4.0,5.0,2.0,1.0,54.0,36.0,22.0,3.0,9.0,6.0,11.0,11.0,2660.0,102.0,543.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,275,105379,,,Aljaz Bedene,R,181.0,SLO,28.59137577,104890,,PR,Andreas Haider Maurer,R,190.0,AUT,30.9158110883,7-5 6-0,3,R32,79.0,6.0,0.0,42.0,15.0,13.0,24.0,9.0,0.0,0.0,4.0,3.0,62.0,31.0,24.0,8.0,9.0,6.0,10.0,43.0,1098.0,417.0,91.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,276,105815,,,Tennys Sandgren,R,,USA,26.5817932923,106148,,Q,Roberto Carballes Baena,R,,ESP,24.9117043121,4-6 6-1 4-3 RET,3,R32,109.0,8.0,2.0,72.0,36.0,28.0,20.0,12.0,2.0,4.0,0.0,2.0,63.0,39.0,29.0,9.0,12.0,2.0,6.0,60.0,860.0,72.0,728.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,277,104926,5.0,,Fabio Fognini,R,178.0,ITA,30.7433264887,105064,,WC,Thomaz Bellucci,L,188.0,BRA,30.1409993155,6-7(5) 7-5 6-2,3,R32,170.0,4.0,10.0,98.0,60.0,39.0,16.0,16.0,2.0,7.0,3.0,2.0,122.0,69.0,41.0,20.0,16.0,15.0,23.0,21.0,1850.0,123.0,463.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,278,104655,7.0,,Pablo Cuevas,R,180.0,URU,32.1341546886,106329,,WC,Thiago Monteiro,L,,BRA,23.7234770705,6-7(5) 7-6(10) 6-3,3,R32,161.0,11.0,7.0,108.0,60.0,48.0,22.0,17.0,3.0,7.0,9.0,2.0,100.0,64.0,44.0,15.0,16.0,1.0,6.0,33.0,1380.0,104.0,540.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,279,105671,,LL,Gastao Elias,R,178.0,POR,27.2388774812,105550,,,Guido Pella,L,185.0,ARG,27.7618069815,6-4 5-7 7-5,3,R32,172.0,4.0,5.0,108.0,56.0,39.0,24.0,17.0,4.0,9.0,3.0,4.0,99.0,57.0,36.0,21.0,17.0,5.0,11.0,114.0,518.0,55.0,905.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,280,111797,,,Nicolas Jarry,R,,CHI,22.3600273785,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,34.71321013,6-3 7-6(3),3,R32,98.0,4.0,1.0,68.0,34.0,28.0,23.0,11.0,4.0,4.0,7.0,6.0,73.0,43.0,34.0,13.0,10.0,4.0,5.0,94.0,596.0,67.0,785.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,281,105077,4.0,,Albert Ramos,L,188.0,ESP,30.0917180014,104297,,,Rogerio Dutra Silva,R,178.0,BRA,34.045174538,6-3 3-6 6-4,3,R32,147.0,2.0,2.0,87.0,52.0,37.0,17.0,14.0,4.0,7.0,3.0,4.0,86.0,48.0,36.0,17.0,14.0,4.0,8.0,19.0,1985.0,106.0,531.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,282,106043,6.0,,Diego Schwartzman,R,170.0,ARG,25.5112936345,134770,,WC,Casper Ruud,R,,NOR,19.1622176591,4-1 RET,3,R32,29.0,1.0,0.0,9.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,21.0,9.0,6.0,3.0,3.0,1.0,3.0,23.0,1810.0,120.0,467.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,283,105643,,,Federico Delbonis,L,190.0,ARG,27.3757700205,106210,,,Jiri Vesely,L,,CZE,24.6132785763,6-2 3-2 RET,3,R32,65.0,5.0,3.0,51.0,33.0,26.0,7.0,6.0,7.0,7.0,2.0,5.0,43.0,22.0,12.0,11.0,7.0,0.0,3.0,63.0,825.0,61.0,850.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,284,104792,,,Gael Monfils,R,193.0,FRA,31.4688569473,104547,,,Horacio Zeballos,L,188.0,ARG,32.8158795346,7-5 3-6 7-5,3,R32,139.0,10.0,3.0,95.0,62.0,46.0,19.0,17.0,1.0,4.0,5.0,2.0,97.0,58.0,41.0,22.0,16.0,4.0,7.0,39.0,1265.0,68.0,768.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,285,105227,1.0,,Marin Cilic,R,198.0,CRO,29.3935660507,104122,,Q,Carlos Berlocq,R,183.0,ARG,35.0444900753,6-3 6-2,3,R32,79.0,4.0,1.0,54.0,27.0,24.0,15.0,9.0,3.0,3.0,1.0,3.0,55.0,42.0,27.0,3.0,8.0,2.0,5.0,3.0,4960.0,139.0,410.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,286,106233,2.0,,Dominic Thiem,R,185.0,AUT,24.462696783,104665,,PR,Pablo Andujar,R,180.0,ESP,32.0739219713,4-2 RET,3,R16,36.0,1.0,0.0,16.0,10.0,6.0,4.0,3.0,1.0,2.0,0.0,1.0,37.0,23.0,13.0,4.0,3.0,3.0,5.0,6.0,4220.0,1821.0,1.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,287,104269,8.0,,Fernando Verdasco,L,188.0,ESP,34.264202601,106044,,,Nicolas Kicker,R,,ARG,25.5112936345,6-7(3) 6-2 6-0,3,R16,126.0,7.0,3.0,92.0,64.0,44.0,13.0,13.0,4.0,5.0,3.0,6.0,84.0,52.0,32.0,10.0,13.0,3.0,9.0,40.0,1260.0,86.0,660.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,288,105379,,,Aljaz Bedene,R,181.0,SLO,28.59137577,105807,3.0,,Pablo Carreno Busta,R,188.0,ESP,26.6091718001,6-2 5-7 6-2,3,R16,147.0,9.0,1.0,106.0,61.0,36.0,22.0,14.0,10.0,15.0,2.0,4.0,90.0,52.0,25.0,16.0,14.0,7.0,15.0,43.0,1098.0,11.0,2660.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,289,104926,5.0,,Fabio Fognini,R,178.0,ITA,30.7433264887,105815,,,Tennys Sandgren,R,,USA,26.5817932923,4-6 6-4 7-6(6),3,R16,137.0,1.0,5.0,93.0,55.0,38.0,26.0,16.0,2.0,4.0,9.0,0.0,92.0,59.0,42.0,20.0,16.0,2.0,4.0,21.0,1850.0,60.0,860.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,290,104655,7.0,,Pablo Cuevas,R,180.0,URU,32.1341546886,105671,,LL,Gastao Elias,R,178.0,POR,27.2388774812,7-5 6-1,3,R16,96.0,1.0,3.0,54.0,35.0,26.0,10.0,10.0,1.0,3.0,1.0,6.0,56.0,25.0,16.0,11.0,9.0,5.0,10.0,33.0,1380.0,114.0,518.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,291,111797,,,Nicolas Jarry,R,,CHI,22.3600273785,105077,4.0,,Albert Ramos,L,188.0,ESP,30.0917180014,7-5 6-3,3,R16,102.0,6.0,4.0,62.0,35.0,27.0,13.0,11.0,2.0,4.0,1.0,2.0,74.0,39.0,23.0,16.0,10.0,7.0,11.0,94.0,596.0,19.0,1985.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,292,106043,6.0,,Diego Schwartzman,R,170.0,ARG,25.5112936345,105643,,,Federico Delbonis,L,190.0,ARG,27.3757700205,6-2 6-3,3,R16,76.0,1.0,1.0,49.0,28.0,21.0,7.0,9.0,3.0,6.0,2.0,5.0,54.0,26.0,13.0,8.0,8.0,3.0,9.0,23.0,1810.0,63.0,825.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,293,104792,,,Gael Monfils,R,193.0,FRA,31.4688569473,105227,1.0,,Marin Cilic,R,198.0,CRO,29.3935660507,6-3 7-6(8),3,R16,125.0,8.0,8.0,78.0,46.0,35.0,15.0,10.0,4.0,6.0,2.0,3.0,88.0,41.0,27.0,23.0,11.0,7.0,11.0,39.0,1265.0,3.0,4960.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,294,104269,8.0,,Fernando Verdasco,L,188.0,ESP,34.264202601,106233,2.0,,Dominic Thiem,R,185.0,AUT,24.462696783,6-4 6-0,3,QF,86.0,4.0,2.0,60.0,37.0,31.0,9.0,8.0,4.0,4.0,6.0,3.0,64.0,39.0,22.0,9.0,8.0,9.0,13.0,40.0,1260.0,6.0,4220.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,295,104926,5.0,,Fabio Fognini,R,178.0,ITA,30.7433264887,105379,,,Aljaz Bedene,R,181.0,SLO,28.59137577,6-7(3) 6-3 6-1,3,QF,154.0,1.0,2.0,102.0,63.0,41.0,27.0,14.0,11.0,12.0,3.0,3.0,108.0,58.0,42.0,19.0,14.0,8.0,13.0,21.0,1850.0,43.0,1098.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,296,111797,,,Nicolas Jarry,R,,CHI,22.3600273785,104655,7.0,,Pablo Cuevas,R,180.0,URU,32.1341546886,7-5 6-3,3,QF,83.0,4.0,2.0,72.0,50.0,35.0,14.0,11.0,4.0,4.0,2.0,3.0,54.0,36.0,27.0,10.0,10.0,2.0,4.0,94.0,596.0,33.0,1380.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,297,106043,6.0,,Diego Schwartzman,R,170.0,ARG,25.5112936345,104792,,,Gael Monfils,R,193.0,FRA,31.4688569473,6-3 6-4,3,QF,83.0,3.0,1.0,65.0,36.0,26.0,12.0,10.0,0.0,2.0,5.0,7.0,58.0,33.0,22.0,9.0,9.0,3.0,7.0,23.0,1810.0,39.0,1265.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,298,104269,8.0,,Fernando Verdasco,L,188.0,ESP,34.264202601,104926,5.0,,Fabio Fognini,R,178.0,ITA,30.7433264887,6-1 7-5,3,SF,75.0,1.0,4.0,52.0,29.0,22.0,12.0,9.0,3.0,4.0,0.0,2.0,59.0,41.0,22.0,7.0,10.0,1.0,6.0,40.0,1260.0,21.0,1850.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,299,106043,6.0,,Diego Schwartzman,R,170.0,ARG,25.5112936345,111797,,,Nicolas Jarry,R,,CHI,22.3600273785,7-5 6-2,3,SF,77.0,6.0,5.0,67.0,38.0,28.0,15.0,10.0,6.0,7.0,6.0,5.0,57.0,39.0,23.0,8.0,10.0,4.0,8.0,23.0,1810.0,94.0,596.0
2018-6932,Rio de Janeiro,Clay,32,A,20180219,300,106043,6.0,,Diego Schwartzman,R,170.0,ARG,25.5112936345,104269,8.0,,Fernando Verdasco,L,188.0,ESP,34.264202601,6-2 6-3,3,F,83.0,2.0,4.0,69.0,35.0,26.0,17.0,9.0,8.0,9.0,3.0,3.0,51.0,27.0,18.0,7.0,8.0,1.0,5.0,23.0,1810.0,40.0,1260.0
2018-M004,Acapulco,Hard,32,A,20180226,270,100644,2.0,,Alexander Zverev,R,198.0,GER,20.8542094456,111456,,LL,Mackenzie McDonald,R,,USA,22.8665297741,6-3 7-5,3,R32,80.0,7.0,0.0,63.0,40.0,31.0,16.0,11.0,1.0,1.0,1.0,6.0,69.0,36.0,27.0,14.0,10.0,8.0,10.0,5.0,4450.0,140.0,392.0
2018-M004,Acapulco,Hard,32,A,20180226,271,105376,,,Peter Gojowczyk,R,185.0,GER,28.6187542779,106412,,WC,Lucas Gomez,U,,MEX,22.546201232,6-3 6-2,3,R32,68.0,8.0,6.0,59.0,30.0,27.0,13.0,9.0,6.0,7.0,1.0,1.0,52.0,40.0,19.0,5.0,8.0,2.0,6.0,51.0,971.0,828.0,19.0
2018-M004,Acapulco,Hard,32,A,20180226,272,106043,,,Diego Schwartzman,R,170.0,ARG,25.53045859,104269,,,Fernando Verdasco,L,188.0,ESP,34.2833675565,6-2 6-4,3,R32,68.0,3.0,2.0,56.0,33.0,24.0,16.0,9.0,5.0,5.0,6.0,7.0,48.0,27.0,21.0,8.0,9.0,1.0,4.0,18.0,2220.0,27.0,1540.0
2018-M004,Acapulco,Hard,32,A,20180226,273,105992,,,Ryan Harrison,R,183.0,USA,25.8069815195,104545,8.0,,John Isner,R,206.0,USA,32.8377823409,6-3 7-6(5),3,R32,86.0,8.0,2.0,72.0,42.0,34.0,20.0,11.0,7.0,8.0,17.0,0.0,60.0,39.0,30.0,13.0,10.0,2.0,4.0,60.0,875.0,19.0,2205.0
2018-M004,Acapulco,Hard,32,A,20180226,274,106233,3.0,,Dominic Thiem,R,185.0,AUT,24.4818617385,111815,,Q,Cameron Norrie,L,,GBR,22.5133470226,6-3 5-7 7-5,3,R32,142.0,8.0,3.0,91.0,44.0,37.0,28.0,17.0,1.0,3.0,4.0,4.0,113.0,68.0,46.0,24.0,16.0,8.0,11.0,6.0,3810.0,113.0,509.0
2018-M004,Acapulco,Hard,32,A,20180226,275,133430,,,Denis Shapovalov,L,,CAN,18.8692676249,105453,,,Kei Nishikori,R,178.0,JPN,28.1615331964,6-7(3) 6-3 6-1,3,R32,137.0,11.0,11.0,102.0,46.0,36.0,31.0,14.0,9.0,10.0,0.0,4.0,92.0,46.0,31.0,23.0,14.0,4.0,9.0,45.0,1121.0,26.0,1595.0
2018-M004,Acapulco,Hard,32,A,20180226,276,103970,,,David Ferrer,R,175.0,ESP,35.9041752225,126094,,,Andrey Rublev,R,,RUS,20.3531827515,6-4 6-3,3,R32,83.0,0.0,2.0,66.0,32.0,25.0,18.0,10.0,2.0,4.0,2.0,2.0,55.0,30.0,18.0,12.0,9.0,7.0,11.0,39.0,1280.0,32.0,1433.0
2018-M004,Acapulco,Hard,32,A,20180226,277,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,29.4264202601,104999,,,Mischa Zverev,L,190.0,GER,30.5160848734,6-1 6-2,3,R32,61.0,4.0,1.0,46.0,26.0,20.0,11.0,8.0,0.0,1.0,5.0,2.0,43.0,23.0,11.0,7.0,7.0,6.0,11.0,9.0,2745.0,54.0,952.0
2018-M004,Acapulco,Hard,32,A,20180226,278,104731,5.0,,Kevin Anderson,R,203.0,RSA,31.7782340862,105430,,,Radu Albot,R,,MDA,28.2929500342,6-4 6-3,3,R32,87.0,11.0,0.0,43.0,25.0,22.0,12.0,9.0,1.0,2.0,2.0,3.0,67.0,39.0,25.0,11.0,10.0,4.0,8.0,8.0,2825.0,86.0,643.0
2018-M004,Acapulco,Hard,32,A,20180226,279,105173,,,Adrian Mannarino,L,183.0,FRA,29.6618754278,105575,,Q,Ricardas Berankis,R,175.0,LTU,27.6851471595,7-5 6-1,3,R32,78.0,2.0,1.0,58.0,32.0,22.0,17.0,9.0,3.0,4.0,1.0,5.0,56.0,38.0,21.0,9.0,10.0,4.0,9.0,24.0,1715.0,108.0,528.0
2018-M004,Acapulco,Hard,32,A,20180226,280,111202,,,Hyeon Chung,R,,KOR,21.7741273101,105385,,,Donald Young,L,183.0,USA,28.5968514716,7-6(5) 6-1,3,R32,86.0,3.0,4.0,67.0,36.0,26.0,11.0,10.0,5.0,8.0,1.0,5.0,68.0,36.0,20.0,11.0,9.0,3.0,8.0,29.0,1497.0,89.0,631.0
2018-M004,Acapulco,Hard,32,A,20180226,281,124014,,Q,Ernesto Escobedo,R,,USA,21.6481861739,106058,4.0,,Jack Sock,R,185.0,USA,25.4236824093,7-5 7-6(3),3,R32,86.0,12.0,3.0,68.0,36.0,31.0,22.0,12.0,1.0,1.0,9.0,1.0,66.0,39.0,28.0,17.0,12.0,0.0,1.0,123.0,461.0,10.0,2650.0
2018-M004,Acapulco,Hard,32,A,20180226,282,105051,,,Matthew Ebden,R,188.0,AUS,30.2532511978,105023,7.0,,Sam Querrey,R,198.0,USA,30.3901437372,6-3 1-6 7-6(5),3,R32,107.0,6.0,6.0,93.0,48.0,32.0,20.0,14.0,6.0,10.0,9.0,6.0,86.0,47.0,39.0,15.0,14.0,3.0,6.0,87.0,640.0,11.0,2595.0
2018-M004,Acapulco,Hard,32,A,20180226,283,111577,,,Jared Donaldson,R,,USA,21.3826146475,105932,,,Nikoloz Basilashvili,R,185.0,GEO,26.0095824778,6-2 3-2 RET,3,R32,49.0,5.0,4.0,31.0,18.0,16.0,6.0,6.0,0.0,1.0,0.0,3.0,50.0,26.0,13.0,10.0,7.0,5.0,9.0,59.0,878.0,84.0,666.0
2018-M004,Acapulco,Hard,32,A,20180226,284,106423,,WC,Thanasi Kokkinakis,R,,AUS,21.8809034908,122330,,Q,Alexander Bublik,R,,KAZ,20.6954140999,6-4 6-3,3,R32,68.0,7.0,0.0,45.0,23.0,19.0,15.0,9.0,2.0,3.0,4.0,4.0,56.0,31.0,23.0,11.0,10.0,2.0,6.0,199.0,274.0,142.0,378.0
2018-M004,Acapulco,Hard,32,A,20180226,285,103852,,,Feliciano Lopez,L,188.0,ESP,36.4353182752,106121,,LL,Taro Daniel,R,,JPN,25.0814510609,4-6 6-3 6-4,3,R32,135.0,18.0,1.0,85.0,49.0,40.0,19.0,15.0,4.0,6.0,6.0,7.0,104.0,53.0,37.0,25.0,14.0,12.0,15.0,38.0,1295.0,107.0,529.0
2018-M004,Acapulco,Hard,32,A,20180226,286,100644,2.0,,Alexander Zverev,R,198.0,GER,20.8542094456,105376,,,Peter Gojowczyk,R,185.0,GER,28.6187542779,7-6(6) 6-3,3,R16,90.0,7.0,4.0,80.0,49.0,38.0,13.0,11.0,8.0,9.0,4.0,5.0,57.0,29.0,23.0,14.0,10.0,0.0,2.0,5.0,4450.0,51.0,971.0
2018-M004,Acapulco,Hard,32,A,20180226,287,105992,,,Ryan Harrison,R,183.0,USA,25.8069815195,106043,,,Diego Schwartzman,R,170.0,ARG,25.53045859,6-3 5-7 6-4,3,R16,136.0,9.0,5.0,118.0,70.0,47.0,24.0,16.0,7.0,10.0,8.0,3.0,84.0,48.0,38.0,15.0,15.0,1.0,5.0,60.0,875.0,18.0,2220.0
2018-M004,Acapulco,Hard,32,A,20180226,288,106233,3.0,,Dominic Thiem,R,185.0,AUT,24.4818617385,133430,,,Denis Shapovalov,L,,CAN,18.8692676249,6-2 6-3,3,R16,75.0,4.0,2.0,44.0,33.0,28.0,6.0,8.0,0.0,0.0,2.0,6.0,64.0,36.0,19.0,14.0,9.0,7.0,11.0,6.0,3810.0,45.0,1121.0
2018-M004,Acapulco,Hard,32,A,20180226,289,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,29.4264202601,103970,,,David Ferrer,R,175.0,ESP,35.9041752225,6-4 4-6 6-3,3,R16,144.0,9.0,5.0,101.0,55.0,43.0,21.0,15.0,8.0,10.0,0.0,1.0,79.0,47.0,33.0,21.0,14.0,4.0,7.0,9.0,2745.0,39.0,1280.0
2018-M004,Acapulco,Hard,32,A,20180226,290,104731,5.0,,Kevin Anderson,R,203.0,RSA,31.7782340862,105173,,,Adrian Mannarino,L,183.0,FRA,29.6618754278,6-3 6-4,3,R16,89.0,10.0,5.0,62.0,30.0,25.0,16.0,10.0,2.0,3.0,2.0,2.0,61.0,38.0,26.0,9.0,9.0,4.0,7.0,8.0,2825.0,24.0,1715.0
2018-M004,Acapulco,Hard,32,A,20180226,291,111202,,,Hyeon Chung,R,,KOR,21.7741273101,124014,,Q,Ernesto Escobedo,R,,USA,21.6481861739,6-3 6-1,3,R16,66.0,6.0,0.0,47.0,30.0,22.0,13.0,8.0,0.0,0.0,3.0,2.0,44.0,19.0,9.0,13.0,8.0,2.0,6.0,29.0,1497.0,123.0,461.0
2018-M004,Acapulco,Hard,32,A,20180226,292,111577,,,Jared Donaldson,R,,USA,21.3826146475,105051,,,Matthew Ebden,R,188.0,AUS,30.2532511978,6-3 6-1,3,R16,72.0,2.0,2.0,39.0,24.0,18.0,11.0,8.0,0.0,1.0,2.0,4.0,60.0,28.0,15.0,12.0,8.0,3.0,8.0,59.0,878.0,87.0,640.0
2018-M004,Acapulco,Hard,32,A,20180226,293,103852,,,Feliciano Lopez,L,188.0,ESP,36.4353182752,106423,,WC,Thanasi Kokkinakis,R,,AUS,21.8809034908,6-3 6-4,3,R16,73.0,8.0,0.0,55.0,39.0,31.0,11.0,10.0,2.0,2.0,15.0,2.0,58.0,42.0,34.0,2.0,9.0,3.0,5.0,38.0,1295.0,199.0,274.0
2018-M004,Acapulco,Hard,32,A,20180226,294,100644,2.0,,Alexander Zverev,R,198.0,GER,20.8542094456,105992,,,Ryan Harrison,R,183.0,USA,25.8069815195,6-4 6-1,3,QF,67.0,3.0,3.0,51.0,27.0,22.0,13.0,8.0,4.0,4.0,2.0,3.0,53.0,30.0,16.0,12.0,9.0,3.0,7.0,5.0,4450.0,60.0,875.0
2018-M004,Acapulco,Hard,32,A,20180226,295,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,29.4264202601,106233,3.0,,Dominic Thiem,R,185.0,AUT,24.4818617385,6-2 7-6(7),3,QF,102.0,8.0,3.0,68.0,47.0,38.0,8.0,10.0,2.0,3.0,9.0,5.0,75.0,49.0,35.0,8.0,10.0,3.0,6.0,9.0,2745.0,6.0,3810.0
